date,daily_pnl,equity
2024-09-09,0.0,1.0
2024-09-10,0.0,1.0
2024-09-11,0.0,1.0
2024-09-12,0.0,1.0
2024-09-13,0.0,1.0
2024-09-16,0.0,1.0
2024-09-17,0.0,1.0
2024-09-18,0.0,1.0
2024-09-19,0.0,1.0
2024-09-20,0.0,1.0
2024-09-23,0.0,1.0
2024-09-24,0.0,1.0
2024-09-25,0.0,1.0
2024-09-26,0.0,1.0
2024-09-27,0.0,1.0
2024-09-30,0.0,1.0
2024-10-01,0.0,1.0
2024-10-02,0.0,1.0
2024-10-03,0.0,1.0
2024-10-04,0.0,1.0
2024-10-07,0.0,1.0
2024-10-08,0.0,1.0
2024-10-09,0.0,1.0
2024-10-10,0.0,1.0
2024-10-11,0.0,1.0
2024-10-14,0.0,1.0
2024-10-15,0.0,1.0
2024-10-16,0.0,1.0
2024-10-17,0.0,1.0
2024-10-18,0.0,1.0
2024-10-21,0.0,1.0
2024-10-22,0.0,1.0
2024-10-23,0.0,1.0
2024-10-24,0.0,1.0
2024-10-25,0.0,1.0
2024-10-28,0.0,1.0
2024-10-29,0.0,1.0
2024-10-30,0.0,1.0
2024-10-31,0.0,1.0
2024-11-01,0.0,1.0
2024-11-04,0.0,1.0
2024-11-05,0.0,1.0
2024-11-06,0.0,1.0
2024-11-07,0.0,1.0
2024-11-08,0.0,1.0
2024-11-11,0.0,1.0
2024-11-12,0.0,1.0
2024-11-13,0.0,1.0
2024-11-14,0.0,1.0
2024-11-15,0.0,1.0
2024-11-18,0.0,1.0
2024-11-19,0.0,1.0
2024-11-20,0.0,1.0
2024-11-21,0.0,1.0
2024-11-22,0.0,1.0
2024-11-25,0.0,1.0
2024-11-26,0.0,1.0
2024-11-27,0.0,1.0
2024-11-29,0.0,1.0
2024-12-02,0.0,1.0
2024-12-03,0.0,1.0
2024-12-04,0.0,1.0
2024-12-05,0.0,1.0
2024-12-06,0.0,1.0
2024-12-09,0.0,1.0
2024-12-10,-0.001,0.999
2024-12-11,0.017981444787236955,1.0169634633424498
2024-12-12,-0.002166423260915318,1.0147602900399637
2024-12-13,-0.005844309982665996,1.0088297163468702
2024-12-16,0.016853389887690362,1.025831916886752
2024-12-17,-0.0006432292434407905,1.0251720717989554
2024-12-18,-0.04177425775686755,0.9823462694264838
2024-12-19,0.005869077426186864,0.9881117357410738
2024-12-20,0.0031580048590272858,0.9912321974038061
2024-12-23,-0.0012348157952470906,0.9900082082296944
2024-12-24,0.013551264368942606,1.003424071186838
2024-12-26,-0.005754336892298928,0.9976500310353869
2024-12-27,-0.01591791724167063,0.9817695204052155
2024-12-30,-0.012094608087965364,0.9698954028232046
2024-12-31,-0.008234623691852072,0.9619086791604983
