date,daily_pnl,equity
2024-01-08,0.0,1.0
2024-01-09,0.0,1.0
2024-01-10,0.0,1.0
2024-01-11,0.0,1.0
2024-01-12,0.0,1.0
2024-01-16,0.0,1.0
2024-01-17,0.0,1.0
2024-01-18,0.0,1.0
2024-01-19,0.0,1.0
2024-01-22,0.0,1.0
2024-01-23,0.0,1.0
2024-01-24,0.0,1.0
2024-01-25,0.0,1.0
2024-01-26,0.0,1.0
2024-01-29,0.0,1.0
2024-01-30,0.0,1.0
2024-01-31,0.0,1.0
2024-02-01,0.0,1.0
2024-02-02,0.0,1.0
2024-02-05,0.0,1.0
2024-02-06,0.0,1.0
2024-02-07,0.0,1.0
2024-02-08,0.0,1.0
2024-02-09,0.0,1.0
2024-02-12,0.0,1.0
2024-02-13,0.0,1.0
2024-02-14,0.0,1.0
2024-02-15,0.0,1.0
2024-02-16,0.0,1.0
2024-02-20,0.0,1.0
2024-02-21,0.0,1.0
2024-02-22,0.0,1.0
2024-02-23,0.0,1.0
2024-02-26,0.0,1.0
2024-02-27,0.0,1.0
2024-02-28,0.0,1.0
2024-02-29,0.0,1.0
2024-03-01,0.0,1.0
2024-03-04,0.0,1.0
2024-03-05,0.0,1.0
2024-03-06,0.0,1.0
2024-03-07,0.0,1.0
2024-03-08,0.0,1.0
2024-03-11,0.0,1.0
2024-03-12,0.0,1.0
2024-03-13,0.0,1.0
2024-03-14,0.0,1.0
2024-03-15,0.0,1.0
2024-03-18,0.0,1.0
2024-03-19,0.0,1.0
2024-03-20,0.0,1.0
2024-03-21,0.0,1.0
2024-03-22,0.0,1.0
2024-03-25,0.0,1.0
2024-03-26,0.0,1.0
2024-03-27,0.0,1.0
2024-03-28,0.0,1.0
2024-04-01,0.0,1.0
2024-04-02,0.0,1.0
2024-04-03,0.0,1.0
2024-04-04,0.0,1.0
2024-04-05,0.0,1.0
2024-04-08,0.0,1.0
2024-04-09,0.0,1.0
2024-04-10,0.0,1.0
2024-04-11,-0.001,0.999
2024-04-12,-0.0034092387193731533,0.9955941705193462
2024-04-15,-0.017671918630310424,0.9780001113491168
2024-04-16,-0.01040213594761319,0.9678268212340825
2024-04-17,-0.009639160842737748,0.9584977828362916
2024-04-18,-0.008537508630954038,0.9503145997425765
2024-04-19,-0.019145981233170517,0.9321198942502972
2024-04-22,0.010229895029690406,0.9416553829235639
2024-04-23,0.009709714409326997,0.9507985877637571
2024-04-24,-0.001861407610980248,0.9490287640359845
2024-04-25,-0.00569382041078903,0.9436251646888905
2024-04-26,0.01539444794990219,0.9581517531709115
2024-04-29,0.016133289654769456,0.973609892938043
2024-04-30,-0.025605753559906685,0.9486798779559843
2024-05-01,0.008408439179811655,0.9566567950108883
2024-05-02,0.026992163586479156,0.982479031717939
2024-05-03,0.033940167116404574,1.0158245342428092
2024-05-06,0.0021330240808555834,1.0179913124362732
2024-05-07,0.0010555189829283282,1.0190658215910058
2024-05-08,-1.8352939120113397e-05,1.0190471187380228
2024-05-09,0.00899813117227577,1.0282166383831572
2024-05-10,-0.008778316416640009,1.019190627386576
2024-05-13,0.006400827755581817,1.025714291042581
2024-05-14,0.004423623125417775,1.0302516645005084
2024-05-15,0.003224128297101503,1.0335733280451604
2024-05-16,-0.00602710951125468,1.0273438684091203
2024-05-17,0.0029901037508967,1.0304157331635113
2024-05-20,-5.9385686570379015e-05,1.0303545412177444
2024-05-21,0.0023671831432801604,1.0327935791193172
2024-05-22,-0.0038260000107829817,1.02884211087447
2024-05-23,-0.01620672476694124,1.0121679499548886
2024-05-24,0.00646393894275682,1.0187105417832123
2024-05-28,0.004059438004609395,1.0228459340722231
2024-05-29,-0.002693485185919108,1.020090913701322
2024-05-30,-0.005788268875133006,1.014186353215739
2024-05-31,0.0030641971610991803,1.0172940201600882
2024-06-03,0.001690008796133958,1.0190132560024132
2024-06-04,0.0036284344191528373,1.0227106787740654
2024-06-05,0.009319427683706194,1.0322417569862545
2024-06-06,0.0067129816780338025,1.0391711769882046
